"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"6/27/2017","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","265.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"6/22/2017","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","1873.22","credit","Transfer","TOTAL CHECKING","",""
"6/22/2017","Fremont Bank Loan","FREMONT BANK     LOAN PYMT  8001710543      WEB ID: 1941569025","2259.70","debit","Financial","TOTAL CHECKING","",""
"6/22/2017","State Farm","STATE FARM RO 27 SFPPPPD ID: 9000307001","151.54","debit","Financial","TOTAL CHECKING","",""
"6/22/2017","Nordstrom","NORDSTROM        TRANSPPD ID: 9044013364","85.22","debit","Clothing","TOTAL CHECKING","",""
"6/21/2017","Remitly Wa","REMITLY 877-526-4216 WA06/20","248.99","debit","Loan Payment","TOTAL CHECKING","",""
"6/20/2017","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2577.90","credit","Paycheck","TOTAL CHECKING","",""
"6/20/2017","Online Transfer Chk","Online Transfer to CHK ...5079 transaction#: 6310010991","500.00","debit","Transfer","TOTAL CHECKING","",""
"6/20/2017","Pacific Gas & Electric","PGANDE           WEB ONLINE 73734964053017  WEB ID: 5940742640","255.57","debit","Utilities","TOTAL CHECKING","",""
"6/19/2017","Service Fee Reversal","SERVICE FEE REVERSAL","12.00","credit","Reimbursement","TOTAL CHECKING","",""
"6/19/2017","Planet Fit Club","PLANET FIT       CLUB FEESPPD ID: 1710602737","20.05","debit","Gym","TOTAL CHECKING","",""
"6/16/2017","Account Maintenance Fee","MONTHLY SERVICE FEE","12.00","debit","Bank Fee","TOTAL CHECKING","",""
"6/16/2017","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...5432 transaction#: 6229117853","25.00","credit","Transfer","TOTAL CHECKING","",""
"6/16/2017","Transfer to CHASE PLUS SAVINGS","Online Transfer to  MMA ...9412transaction#: 6229117853","25.00","debit","Transfer","TOTAL CHECKING","",""
"6/16/2017","Great Lakes Student","GREAT LAKES      STUDENT LNPPD ID: 9102000901","239.34","debit","Student Loan","TOTAL CHECKING","",""
"6/13/2017","Interest","INTEREST PAYMENT","0.04","credit","Interest Income","TOTAL CHECKING","",""
"6/13/2017","Citi Online Web","CITI CARD ONLINE PAYMENT    112353349302163 WEB ID: CITICTP","3908.84","debit","Credit Card Payment","TOTAL CHECKING","",""
"6/13/2017","PayPal","PAYPAL           INST XFER  TFC.TV          WEB ID: PAYPALSI77","31.95","debit","Shopping","TOTAL CHECKING","",""
"6/12/2017","Transfer to Hilton Honors SurpassÂ® Card","AMERICAN EXPRESS ACH PMT    M4644           WEB ID: 2005032111","831.02","debit","Credit Card Payment","TOTAL CHECKING","",""
"6/08/2017","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","1873.22","credit","Transfer","TOTAL CHECKING","",""
"6/08/2017","Crow Canyon 76","CROW CANYON CRK  01520155PPD ID: H942931438","486.00","debit","Gas & Fuel","TOTAL CHECKING","",""
"6/07/2017","Fremont Bank Loan","FREMONT BANK     LOAN PYMT  8001710543      WEB ID: 1941569025","2259.70","debit","Financial","TOTAL CHECKING","",""
"6/06/2017","Chevron","CHEVRON/JOHN R. EDWARD HAYWARD CA    368356  06/06","12.06","debit","Gas & Fuel","TOTAL CHECKING","",""
"6/05/2017","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","3155.07","credit","Paycheck","TOTAL CHECKING","",""
"6/05/2017","Remitly Wa","REMITLY 877-526-4216 WA06/02","234.99","debit","Loan Payment","TOTAL CHECKING","",""
"6/05/2017","ATM Withdrawal","ATM WITHDRAWAL009777  06/023449 CAST","100.00","debit","Cash & ATM","TOTAL CHECKING","",""
"6/05/2017","Comcast","COMCAST          COMCAST    0230398941  SPA WEB ID: C815540000","121.05","debit","Television","TOTAL CHECKING","",""
"6/02/2017","Transfer to Hilton Honors SurpassÂ® Card","AMERICAN EXPRESS ACH PMT    A2534           WEB ID: 9493560001","35.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"6/01/2017","Transfer from Hilton Honors SurpassÂ® Card","Online Transfer from  CHK ...5079 transaction#: 6189144981","60.00","credit","Transfer","TOTAL CHECKING","",""
"5/31/2017","Fid Bkg Svc","FID BKG SVC LLC  MONEYLINEPPD ID: 0368004600","100.00","debit","Buy","TOTAL CHECKING","",""
"5/30/2017","ATM Fee","NON-CHASE ATM WITHDRAW926289  05/29US BANK S","3.00","debit","ATM Fee","TOTAL CHECKING","",""
"5/30/2017","ATM Withdrawal","NON-CHASE ATM WITHDRAW926289  05/29US BANK S","60.00","debit","Cash & ATM","TOTAL CHECKING","",""
"5/30/2017","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"5/25/2017","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","1873.22","credit","Transfer","TOTAL CHECKING","",""
"5/24/2017","Syncb Ga","SYNCB PAYMENT 800-541-9049 GA05/23","549.09","debit","Credit Card Payment","TOTAL CHECKING","",""
"5/24/2017","State Farm","STATE FARM RO 27 SFPPPPD ID: 9000307001","151.54","debit","Financial","TOTAL CHECKING","",""
"5/23/2017","Gap Gap Epay","Gap Visa         Gap EPAY   1320201415      WEB ID: 9130142001","549.09","debit","Credit Card Payment","TOTAL CHECKING","",""
"5/22/2017","Pacific Gas & Electric","PGANDE           WEB ONLINE 71962699050117  WEB ID: 5940742640","192.95","debit","Utilities","TOTAL CHECKING","",""
"5/19/2017","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2564.03","credit","Paycheck","TOTAL CHECKING","",""
"5/19/2017","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2374.18","credit","Paycheck","TOTAL CHECKING","",""
"5/19/2017","McDonald's","MCDONALD'S F13562 CASTRO VALLEYCA           05/17","17.21","debit","Fast Food","TOTAL CHECKING","",""
"5/19/2017","Online Transfer Chk","Online Transfer to CHK ...5079 transaction#: 6234453867","300.00","debit","Transfer","TOTAL CHECKING","",""
"5/17/2017","Transfer from Hilton Honors SurpassÂ® Card","Online Transfer from  CHK ...5432 transaction#: 6155748492","25.00","credit","Transfer","TOTAL CHECKING","",""
"5/17/2017","Online Transfer Mma","Online Transfer to  MMA ...9412transaction#: 6155748492","25.00","debit","Transfer","TOTAL CHECKING","",""
"5/17/2017","Planet Fit Club","PLANET FIT       CLUB FEESPPD ID: 1710602737","20.05","debit","Gym","TOTAL CHECKING","",""
"5/16/2017","ATM Withdrawal","ATM WITHDRAWAL006432  05/163449 CAST","300.00","debit","Cash & ATM","TOTAL CHECKING","",""
"5/16/2017","Great Lakes Student","GREAT LAKES      STUDENT LNPPD ID: 9102000901","239.34","debit","Student Loan","TOTAL CHECKING","",""
"5/15/2017","Remitly Wa","REMITLY 877-526-4216 WA05/14","248.99","debit","Loan Payment","TOTAL CHECKING","",""
"5/15/2017","Citi Online Web","CITI CARD ONLINE PAYMENT    112328836866067 WEB ID: CITICTP","4405.55","debit","Credit Card Payment","TOTAL CHECKING","",""
"5/15/2017","Target","TARGET CARD SRVC AUTO PYMT  777700053458384 WEB ID: 1411721813","260.54","debit","Shopping","TOTAL CHECKING","",""
"5/15/2017","Robin Hood","ROBINHOOD (CRFN) ACH        20170512011313  WEB ID: 1000101344","200.00","debit","Fast Food","TOTAL CHECKING","",""
"5/12/2017","Remitly Wa","REMITLY 877-526-4216 WA05/12","113.99","debit","Loan Payment","TOTAL CHECKING","",""
"5/11/2017","Interest","INTEREST PAYMENT","0.03","credit","Interest Income","TOTAL CHECKING","",""
"5/11/2017","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","1873.21","credit","Transfer","TOTAL CHECKING","",""
"5/08/2017","Crow Canyon 76","CROW CANYON CRK  01520155PPD ID: H942931438","486.00","debit","Gas & Fuel","TOTAL CHECKING","",""
"5/08/2017","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","18.58","debit","Credit Card Payment","TOTAL CHECKING","",""
"5/05/2017","Directpay Minimum","DIRECTPAY MINIMUM PAYMENT","18.58","credit","Credit Card Payment","Discover it Card","",""
"5/05/2017","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","3023.37","credit","Paycheck","TOTAL CHECKING","",""
"5/05/2017","Airport Blvd Gas","AIRPORT BLVD GAS S SAN FRANCIS CA            05/03","20.44","debit","Gas & Fuel","TOTAL CHECKING","",""
"5/05/2017","Remitly Wa","REMITLY 877-526-4216 WA05/04","216.12","debit","Loan Payment","TOTAL CHECKING","",""
"5/05/2017","American Express","AMERICAN EXPRESS ACH PMT    M8782           WEB ID: 2005032111","618.19","debit","Credit Card Payment","TOTAL CHECKING","",""
"5/03/2017","Seniores Pizza","SENIORES PIZZA 650-952-4100 CA05/01","105.19","debit","Food & Dining","TOTAL CHECKING","",""
"5/03/2017","Fremont Bank Loan","FREMONT BANK     LOAN PYMT  8001710543      WEB ID: 1941569025","2259.70","debit","Financial","TOTAL CHECKING","",""
"5/03/2017","Comcast","COMCAST          COMCAST    0230398941  SPA WEB ID: C815540000","121.05","debit","Television","TOTAL CHECKING","",""
"5/02/2017","American Express","AMERICAN EXPRESS ACH PMT    A5912           WEB ID: 9493560001","35.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"5/01/2017","Taqueria Senaida's","TAQUERIA SENAIDAS HAYWARD CA04/28","51.20","debit","Restaurants","TOTAL CHECKING","",""
"5/01/2017","Online Transfer Chk","Online Transfer from  CHK ...5079 transaction#: 6115308523","60.00","credit","Transfer","TOTAL CHECKING","",""
"5/01/2017","Discover E Web","DISCOVER         E-PAYMENT  3869WEB ID: 2510020270","1000.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"5/01/2017","Fid Bkg Svc","FID BKG SVC LLC  MONEYLINEPPD ID: 0368004600","100.00","debit","Buy","TOTAL CHECKING","",""
"4/28/2017","Online Transfer Chk","Online Transfer from CHK ...5432transaction#: 6184575978","100.00","credit","Transfer","TOTAL CHECKING","",""
"4/28/2017","Online Transfer Chk","Online Transfer to CHK ...5053 transaction#: 6184575978","100.00","debit","Transfer","TOTAL CHECKING","",""
"4/27/2017","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","1873.23","credit","Transfer","TOTAL CHECKING","",""
"4/27/2017","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","284.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"4/24/2017","Nordstrom","NORDSTROM        TRANSPPD ID: 9044013364","160.40","debit","Clothing","TOTAL CHECKING","",""
"4/24/2017","Remitly Wa","REMITLY 877-526-4216 WA04/23","248.99","debit","Loan Payment","TOTAL CHECKING","",""
"4/24/2017","State Farm","STATE FARM RO 27 SFPPPPD ID: 9000307001","151.54","debit","Financial","TOTAL CHECKING","",""
"4/20/2017","Pacific Gas & Electric","PGANDE           WEB ONLINE 70042794033117  WEB ID: 5940742640","204.76","debit","Utilities","TOTAL CHECKING","",""
"4/20/2017","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2677.98","credit","Paycheck","TOTAL CHECKING","",""
"4/18/2017","Online Transfer Chk","Online Transfer from CHK ...5432transaction#: 6159773330","300.00","credit","Transfer","TOTAL CHECKING","",""
"4/18/2017","ATM Withdrawal","ATM WITHDRAWAL008707  04/183449 CAST","300.00","debit","Cash & ATM","TOTAL CHECKING","",""
"4/18/2017","Online Transfer Chk","Online Transfer to CHK ...5053 transaction#: 6159773330","300.00","debit","Transfer","TOTAL CHECKING","",""
"4/17/2017","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...5432 transaction#: 6083801766","25.00","credit","Transfer","TOTAL CHECKING","",""
"4/17/2017","Citi Online Web","CITI CARD ONLINE PAYMENT    122304503439071 WEB ID: CITICTP","5464.74","debit","Credit Card Payment","TOTAL CHECKING","",""
"4/17/2017","Transfer to CHASE PLUS SAVINGS","Online Transfer to  MMA ...9412transaction#: 6083801766","25.00","debit","Transfer","TOTAL CHECKING","",""
"4/17/2017","PayPal","PAYPAL           INST XFER  PIAHAYNES       WEB ID: PAYPALSI77","41.99","debit","Shopping","TOTAL CHECKING","",""
"4/17/2017","Great Lakes Student","GREAT LAKES      STUDENT LNPPD ID: 9102000901","239.34","debit","Student Loan","TOTAL CHECKING","",""
"4/17/2017","Planet Fit Club","PLANET FIT       CLUB FEESPPD ID: 1710602737","20.05","debit","Gym","TOTAL CHECKING","",""
"4/14/2017","Online Transfer Chk","Online Transfer from CHK ...5432transaction#: 6152340292","200.00","credit","Transfer","TOTAL CHECKING","",""
"4/14/2017","ATM Withdrawal","ATM WITHDRAWAL007905  04/143449 CAST","60.00","debit","Cash & ATM","TOTAL CHECKING","",""
"4/14/2017","ATM Withdrawal","ATM WITHDRAWAL007904  04/143449 CAST","200.00","debit","Cash & ATM","TOTAL CHECKING","",""
"4/14/2017","Chevron","CHEVRON/JOHN R. EDWARD HAYWARD CA    584992  04/14","13.79","debit","Gas & Fuel","TOTAL CHECKING","",""
"4/14/2017","Online Transfer Chk","Online Transfer to CHK ...5053 transaction#: 6152340292","200.00","debit","Transfer","TOTAL CHECKING","",""
"4/13/2017","Interest","INTEREST PAYMENT","0.03","credit","Interest Income","TOTAL CHECKING","",""
"4/13/2017","Remitly Wa","REMITLY 877-526-4216 WA04/12","216.12","debit","Uncategorized","TOTAL CHECKING","",""
"4/13/2017","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","1873.21","credit","Transfer","TOTAL CHECKING","",""
"4/13/2017","American Express","AMERICAN EXPRESS ACH PMT    M4858           WEB ID: 2005032111","574.01","debit","Credit Card Payment","TOTAL CHECKING","",""
"4/11/2017","Deposit Id Number","DEPOSIT  ID NUMBER  38011","200.00","credit","Income","TOTAL CHECKING","",""
"4/10/2017","Crow Canyon 76","CROW CANYON CRK  01520155PPD ID: H942931438","486.00","debit","Gas & Fuel","TOTAL CHECKING","",""
"4/06/2017","Interest Charge Promotional","INTEREST CHARGE ON PROMOTIONAL PURCHASES","0.81","debit","Finance Charge","Discover it Card","",""
"4/06/2017","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","35.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"4/05/2017","Directpay Minimum","DIRECTPAY MINIMUM PAYMENT","35.00","credit","Credit Card Payment","Discover it Card","",""
"4/03/2017","Comcast","COMCAST          COMCAST    0230398941  SPA WEB ID: C815540000","121.05","debit","Television","TOTAL CHECKING","",""
"4/03/2017","Venmo","VENMO            PAYMENT    468674832       WEB ID: 3264681992","25.00","debit","Transfer","TOTAL CHECKING","",""
"4/03/2017","American Express","AMERICAN EXPRESS ACH PMT    A7076           WEB ID: 9493560001","35.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"3/31/2017","Online Transfer Chk","Online Transfer from  CHK ...5079 transaction#: 6043173568","60.00","credit","Transfer","TOTAL CHECKING","",""
"3/31/2017","Svc, LLC","FID BKG SVC LLC  MONEYLINEPPD ID: 0368004600","100.00","debit","Business Services","TOTAL CHECKING","",""
"3/30/2017","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","1873.26","credit","Transfer","TOTAL CHECKING","",""
"3/29/2017","Fremont Bank Loan","FREMONT BANK     LOAN PYMT  8001710543      WEB ID: 1941569025","2259.70","debit","Financial","TOTAL CHECKING","",""
"3/29/2017","Bank America Fndtrnsfr","BANK OF AMERICA  FndTrnsfr  BURKS,MARIA,G   WEB ID: 2941721694","2258.00","credit","Transfer","TOTAL CHECKING","",""
"3/27/2017","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","289.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"3/27/2017","Paypal Transfer Ppd","PAYPAL           TRANSFERPPD ID: PAYPALSD11","700.00","credit","Transfer","TOTAL CHECKING","",""
"3/24/2017","Phone Funds Transfer","PHONE FUNDS TRANSFER DEPOSIT","100.00","credit","Transfer","TOTAL CHECKING","",""
"3/24/2017","Chevron","CHEVRON/JOHN R. EDWARD HAYWARD CA    541653  03/24","12.81","debit","Gas & Fuel","TOTAL CHECKING","",""
"3/24/2017","Phone Fund","PHONE FUNDS TRANSFER WITHDRAWAL","100.00","debit","Business Services","TOTAL CHECKING","",""
"3/22/2017","Pacific Gas & Electric","PGANDE           WEB ONLINE 68168835030217  WEB ID: 5940742640","274.15","debit","Utilities","TOTAL CHECKING","",""
"3/22/2017","State Farm","STATE FARM RO 27 SFPPPPD ID: 9000307001","151.54","debit","Financial","TOTAL CHECKING","",""
"3/21/2017","Online Transfer Chk","Online Transfer to CHK ...5079 transaction#: 6091781498","1000.00","debit","Transfer","TOTAL CHECKING","",""
"3/17/2017","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...5432 transaction#: 6015050383","25.00","credit","Transfer","TOTAL CHECKING","",""
"3/17/2017","Quickly Castro Valley","SQ *QUICKLY CASTRO V Castro Valley CA        03/16","20.42","debit","Business Services","TOTAL CHECKING","",""
"3/17/2017","Planet Fit Club","PLANET FIT       CLUB FEESPPD ID: 1710602737","20.05","debit","Gym","TOTAL CHECKING","",""
"3/17/2017","Transfer to CHASE PLUS SAVINGS","Online Transfer to  MMA ...9412transaction#: 6015050383","25.00","debit","Transfer","TOTAL CHECKING","",""
"3/16/2017","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","2205.69","credit","Transfer","TOTAL CHECKING","",""
"3/16/2017","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","4082.04","credit","Transfer","TOTAL CHECKING","",""
"3/16/2017","Great Lakes Student","GREAT LAKES      STUDENT LNPPD ID: 9102000901","239.34","debit","Student Loan","TOTAL CHECKING","",""
"3/16/2017","Quickly Castro Valley","SQ *QUICKLY CASTRO V Castro Valley CA        03/15","21.00","debit","Business Services","TOTAL CHECKING","",""
"3/15/2017","Bank America Fndtrnsfr","BANK OF AMERICA  FndTrnsfr  BURKS,MARIA,G   WEB ID: 2941721694","2258.00","credit","Transfer","TOTAL CHECKING","",""
"3/15/2017","Remitly Wa","REMITLY 877-526-4216 WA03/14","559.07","debit","Uncategorized","TOTAL CHECKING","",""
"3/15/2017","Internal Revenue Service","IRS  TREAS 310     TAX REFPPD ID: 9111736946","398.00","credit","Federal Tax","TOTAL CHECKING","",""
"3/15/2017","Check 1136","CHECK 1136","11.22","debit","Check","TOTAL CHECKING","",""
"3/14/2017","PayPal","PAYPAL           TRANSFER   5SUJ2A3CE4K2A   WEB ID: PAYPALSD22","700.00","debit","Shopping","TOTAL CHECKING","",""
"3/13/2017","Interest","INTEREST PAYMENT","0.03","credit","Interest Income","TOTAL CHECKING","",""
"3/13/2017","Remitly Wa","REMITLY 877-526-4216 WA03/10","245.13","debit","Uncategorized","TOTAL CHECKING","",""
"3/13/2017","PayPal","PAYPAL           INST XFER  TFC.TV          WEB ID: PAYPALSI77","31.95","debit","Shopping","TOTAL CHECKING","",""
"3/13/2017","Citi Online Web","CITI CARD ONLINE PAYMENT    112272747177908 WEB ID: CITICTP","1563.28","debit","Credit Card Payment","TOTAL CHECKING","",""
"3/10/2017","American Express","AMERICAN EXPRESS ACH PMT    M0836           WEB ID: 2005032111","3170.98","debit","Credit Card Payment","TOTAL CHECKING","",""
"3/09/2017","ATM Cash Deposit","ATM CASH DEPOSIT 03/09 2097 SALVIO ST CONCORD CA","750.00","credit","Income","TOTAL CHECKING","",""
"3/08/2017","Crow Canyon 76","CROW CANYON CRK  01520155PPD ID: H942931438","486.00","debit","Gas & Fuel","TOTAL CHECKING","",""
"3/07/2017","CA State Tax","FRANCHISE TAX BD CASTTAXRFDPPD ID: 9282532045","2012.00","credit","State Tax","TOTAL CHECKING","",""
"3/07/2017","Internal Revenue Service","IRS  TREAS 310     TAX REFPPD ID: 9111036170","4602.00","credit","Federal Tax","TOTAL CHECKING","",""
"3/07/2017","Groupon","PAYPAL           INST XFER  GROUPON INC     WEB ID: PAYPALSI77","12.83","debit","Shopping","TOTAL CHECKING","",""
"3/06/2017","Bank America Fndtrnsfr","BANK OF AMERICA  FndTrnsfr  BURKS,MARIA,G   WEB ID: 2941721694","1612.86","credit","Transfer","TOTAL CHECKING","",""
"3/06/2017","Xoom","XOOM.COM         DEBIT T    000000046142845 WEB ID: 3943401054","237.53","debit","Transfer","TOTAL CHECKING","",""
"3/06/2017","Remitly Wa","REMITLY 877-526-4216 WA03/03","803.99","debit","Uncategorized","TOTAL CHECKING","",""
"3/06/2017","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","35.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"3/06/2017","Interest Charge Promotional","INTEREST CHARGE ON PROMOTIONAL PURCHASES","1.20","debit","Finance Charge","Discover it Card","",""
"3/05/2017","Directpay Minimum","DIRECTPAY MINIMUM PAYMENT","35.00","credit","Credit Card Payment","Discover it Card","",""
"3/02/2017","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","1806.80","credit","Transfer","TOTAL CHECKING","",""
"3/02/2017","Comcast","COMCAST          COMCAST    0230398941  SPA WEB ID: C815540000","121.05","debit","Television","TOTAL CHECKING","",""
"3/02/2017","ATM Withdrawal","ATM WITHDRAWAL006271  03/023449 CAST","500.00","debit","Cash & ATM","TOTAL CHECKING","",""
"3/02/2017","American Express","AMERICAN EXPRESS ACH PMT    A3418           WEB ID: 9493560001","35.00","debit","Credit Card Payment","TOTAL CHECKING","",""
